REG,PREF,SPREF,DIST,SPREF4,DIST6,LANG_D,LANGLIB,DIST_D,LAT_D,LONG_D,ALT_D,NLIG_S,NOMS_STRUCTURES,STAT_S,TYPE_S,LITS,MEDECINS,INFIRMIERS,SAGEFEM,ATS,AUTRES,LAT_S,LONG_S,ALT_S
Mamou 7,Mamou  72,14.0,1.0,7214.0,721401.0,2.0, ,12.0,10.50694,12.18512,899.0,1.0,poste de santé de Gouba,1.0,2.0,,,,,1.0,,10.50983,-12.18518,881.0
Mamou 7,Mamou  72,14.0,3.0,7214.0,721403.0,2.0, ,20.0,10.51722,12.0702,694.0,1.0,Poste de santé Soumbalako Tokossère cent,1.0,2.0,,,,,1.0,,10.5169,-12.06983,688.0
Mamou 7,Mamou  72,13.0,3.0,7213.0,721303.0,2.0, ,16.0,10.5866,11.80869,704.0,1.0,POSTE DE SANTE KIGNAOURIYA,1.0,2.0,,,,,1.0,,10.58606,-10.80999,688.0
Mamou 7,Mamou  72,10.0,1.0,7210.0,721001.0,2.0, ,10.0,10.70883,11.68166,683.0,1.0,Poste de santé de Bourouwil,1.0,2.0,,,,,1.0,,10.70776,-11.68344,688.0
Mamou 7,Mamou  72,9.0,2.0,7209.0,720902.0,2.0, ,17.0,10.6666,11.99232,753.0,1.0,POSTE DE SANTE DARSALAM,1.0,2.0,,,,,1.0,,10.66735,-11.99124,758.0
Mamou 7,Mamou  72,8.0,7.0,7208.0,720807.0,3.0, ,,10.13667,11.65334,361.0,1.0,Centre de Santé Ourekaba,1.0,2.0,,,,,3.0,2.0,10.13707,-11.66014,362.0
Mamou 7,Mamou  72,8.0,10.0,7208.0,720810.0,2.0, ,27.0,10.2859,11.50366,440.0,1.0,Poste de Santé Selleya,1.0,2.0,,,1.0,,,,10.28641,-11.50386,433.0
Mamou 7,Mamou  72,8.0,11.0,7208.0,720811.0,3.0, ,13.0,10.04865,11.70052,356.0,1.0,Poste de Santé Sitakoto,1.0,2.0,,,,,,5.0,10.04725,-11.70006,663.0
Mamou 7,Mamou  72,7.0,6.0,7207.0,720706.0,2.0, ,22.0,10.71967,11.8702,712.0,1.0,Poste de santé Torobbè,1.0,2.0,,,,,1.0,1.0,10.71953,-11.87014,675.0
Mamou 7,Mamou  72,5.0,4.0,7205.0,720504.0,2.0, ,,10.30808,12.33337,590.0,1.0,CENTRRE DE SANTE KOUNKOURE CENTRE,1.0,2.0,,,,,1.0,1.0,10.30808,-12.23337,590.0
Mamou 7,Mamou  72,5.0,5.0,7205.0,720505.0,2.0, ,10.0,10.30678,12.29181,531.0,1.0,POSTE DE SANTE TAMAGALY,1.0,2.0,,,1.0,,,1.0,10.30662,-12.29537,523.0
Mamou 7,Mamou  72,4.0,2.0,7204.0,720402.0,2.0, ,20.0,10.40491,11.79258,616.0,1.0,Poste de Santé Ndire Mawdè,1.0,2.0,,,,,1.0,1.0,10.46117,-11.8015,672.0
Mamou 7,Mamou  72,3.0,4.0,7203.0,720304.0,2.0, ,8.0,10.7227,11.91975,797.0,1.0,P SANTE POUKOU,1.0,2.0,,,,,1.0,1.0,10.72542,-11.91527,820.0
Mamou 7,Mamou  72,2.0,4.0,7202.0,720204.0,2.0, ,3.0,10.49575,11.96747,673.0,1.0,POSTE DE SANTE DINDEYA,1.0,2.0,,,,,1.0,2.0,10.49427,-11.96965,654.0
Mamou 7,Mamou  72,2.0,10.0,7202.0,720210.0,2.0, ,25.0,10.5965,12.03456,788.0,1.0,PS SOUMBALAKO,1.0,2.0,,,,,1.0,2.0,10.59544,-12.03452,780.0
Mamou 7,Mamou  72,2.0,10.0,7202.0,720210.0,2.0, ,25.0,10.5965,12.03456,788.0,2.0,PS SAMBAMARE,1.0,2.0,,,,,1.0,2.0,10.6082,-11.97661,
Mamou 7,Mamou  72,1.0,9.0,7201.0,720109.0,2.0, ,1.0,10.59786,12.18678,924.0,1.0,Poste de Santé de Dioungol,1.0,2.0,,,1.0,,,,10.60271,-12.21274,925.0
Mamou 7,Pita        73,12.0,3.0,7312.0,731203.0,2.0, ,23.0,11.0211,12.571,1019.0,1.0,POSTE DE SANTE,1.0,2.0,,,,,1.0,,11.01206,-12.5644,1042.0
Mamou 7,Pita        73,12.0,4.0,7312.0,731204.0,2.0, ,5.0,11.10396,12.47591,959.0,1.0,POSTE DE SANTE,1.0,2.0,,,,,1.0,,11.10628,-12.47744,964.0
Mamou 7,Pita        73,12.0,5.0,7312.0,731205.0,2.0, ,14.0,11.04766,12.51001,1056.0,1.0,POSTE DE SANTE WORE WONVI,1.0,2.0,,,,,1.0,3.0,11.05506,-12.51206,1042.0
Mamou 7,Pita        73,12.0,5.0,7312.0,731205.0,2.0, ,14.0,11.04766,12.51001,1056.0,2.0,POSTE DE SANTE SARAN PISSIDE,1.0,2.0,,,,,1.0,,11.0394,-12.483,996.0
Mamou 7,Pita        73,12.0,7.0,7312.0,731207.0,2.0, ,8.0,11.15539,12.47689,1035.0,1.0,POSTE DE SANTE FELLEL BANTAN,1.0,2.0,,,,,1.0,,11.15402,-12.47838,1029.0
Mamou 7,Pita        73,12.0,10.0,7312.0,731210.0,2.0, ,,11.1229,12.5022,1030.0,1.0,CENTRE DE SANTE T.TOUNNI,1.0,2.0,,,1.0,,2.0,4.0,11.11677,-12.50263,1022.0
Mamou 7,Pita        73,11.0,1.0,7311.0,731101.0,2.0, ,25.0,11.305,12.6011,643.0,1.0,Samba Barry,1.0,2.0,,,,,1.0,,11.30602,-12.60006,630.0
Mamou 7,Pita        73,11.0,3.0,7311.0,731103.0,2.0, ,15.0,11.0959,12.57108,1063.0,1.0,Poste de Sante,1.0,2.0,,,1.0,,,,11.09178,-12.56991,1084.0
Mamou 7,Pita        73,11.0,13.0,7311.0,731113.0,2.0, ,10.0,11.13451,12.56082,1032.0,1.0,PS,1.0,2.0,,,,,1.0,1.0,11.13227,-12.55997,1031.0
Mamou 7,Pita        73,10.0,5.0,7310.0,731005.0,2.0, ,9.0,11.13028,12.38711,946.0,1.0,POSTE DE SANTE DE SARAYA,1.0,2.0,,,,1.0,,1.0,11.12655,-12.39058,951.0
Mamou 7,Pita        73,10.0,3.0,7310.0,731003.0,2.0, ,12.0,11.16609,12.39013,1004.0,1.0,POSTE DE SANTE DE KOKOULO,1.0,2.0,,,,,1.0,,11.16421,-12.38787,1003.0
Mamou 7,Pita        73,9.0,8.0,7309.0,730908.0,2.0, ,60.0,10.81858,12.69982,546.0,1.0,POSTE DE SANTE NINGUETERE,1.0,2.0,,,,,1.0,,10.81378,-12.69762,551.0
Mamou 7,Pita        73,9.0,10.0,7309.0,730910.0,2.0, ,,10.64278,12.84595,275.0,1.0,CENTRE DE SANTE DE SANGAREAH,1.0,2.0,,,1.0,,4.0,5.0,10.64482,-12.84412,273.0
Mamou 7,Pita        73,9.0,9.0,7309.0,730909.0,2.0, ,26.0,10.68444,12.68436,379.0,1.0,PS SAARI,1.0,2.0,,,,,1.0,,10.68732,-12.68219,376.0
Mamou 7,Pita        73,9.0,12.0,7309.0,730912.0,1.0, ,13.0,10.56839,12.82741,273.0,1.0,POSTE DE SANTE DE SOÏLENTA,1.0,2.0,,,,,1.0,,10.56541,-12.82842,266.0
Mamou 7,Pita        73,8.0,2.0,7308.0,730802.0,2.0, ,3.0,11.05991,12.40336,985.0,1.0,CENTRE  DE SANTE,1.0,2.0,,,2.0,2.0,1.0,15.0,11.0618,-12.39797,982.0
Mamou 7,Pita        73,8.0,3.0,7308.0,730803.0,2.0, ,3.0,11.06967,12.41638,937.0,1.0,CENTRE DE SANTE GADHA KOUBI,1.0,2.0,,,1.0,,1.0,6.0,11.07113,-12.42036,944.0
Mamou 7,Pita        73,7.0,2.0,7307.0,730702.0,2.0, ,8.0,11.22842,12.64393,868.0,1.0,POSTE DE SANTE DE DEBEYA,1.0,2.0,,,,,2.0,3.0,11.22826,-12.64116,868.0
Mamou 7,Pita        73,7.0,5.0,7307.0,730705.0,2.0, ,8.0,11.22713,12.68932,790.0,1.0,POSTE DE SANTE LOUKOUTA CENTRE,1.0,2.0,,,,,1.0,,11.22761,-12.68767,802.0
Mamou 7,Pita        73,7.0,9.0,7307.0,730709.0,2.0, ,20.0,11.07665,12.67754,615.0,1.0,POSTE DE SANTE DE SAFAA,1.0,2.0,,,,,1.0,4.0,11.08622,-12.69025,650.0
Mamou 7,Pita        73,7.0,10.0,7307.0,730710.0,2.0, ,15.0,11.13281,12.62313,1161.0,1.0,POSTE DE SANTE DE WENDOU,1.0,2.0,,,1.0,,,,11.13225,-12.62296,1163.0
Mamou 7,Pita        73,6.0,4.0,7306.0,730604.0,2.0, ,8.0,10.88722,12.48635,958.0,1.0,Poste de Santé de Hamdallaye,1.0,2.0,,,,,1.0,1.0,10.83771,-12.47913,847.0
Mamou 7,Pita        73,6.0,4.0,7306.0,730604.0,2.0, ,8.0,10.88722,12.48635,958.0,2.0,Poste de Santé de Kambako,1.0,2.0,,,,,1.0,1.0,10.88719,-12.48632,962.0
Mamou 7,Pita        73,6.0,10.0,7306.0,730610.0,2.0, ,7.0,10.94001,12.48007,937.0,1.0,Poste de Santé de Ndantari,1.0,2.0,,,,,1.0,,10.93447,-12.47922,951.0
Mamou 7,Pita        73,6.0,11.0,7306.0,730611.0,2.0, ,12.0,10.88008,12.5078,897.0,1.0,Poste de Santé Ndiré,1.0,2.0,,,,,1.0,,10.87995,-12.5019,902.0
Mamou 7,Pita        73,6.0,12.0,7306.0,730612.0,2.0, ,7.0,10.86194,12.4327,984.0,1.0,Poste de Santé de Palaga Centre,1.0,2.0,,,,,1.0,1.0,10.85883,-12.43352,968.0
Mamou 7,Pita        73,6.0,13.0,7306.0,730613.0,2.0, ,25.0,10.89403,12.59836,1004.0,1.0,Poste de Santé,1.0,2.0,,,,,1.0,1.0,10.89554,-12.59255,999.0
Mamou 7,Pita        73,5.0,1.0,7305.0,730501.0,2.0, ,10.0,10.97883,12.81876,308.0,1.0,POSTE DE SANTE DIOUNKOUN,1.0,2.0,,,1.0,,,1.0,10.98065,-12.82166,303.0
Mamou 7,Pita        73,5.0,7.0,7305.0,730507.0,2.0, ,14.0,10.92717,12.84158,640.0,1.0,POSTE DE SANTE WAREYA,1.0,2.0,,,,,1.0,,10.93954,-12.83222,688.0
Mamou 7,Pita        73,5.0,4.0,7305.0,730504.0,2.0, ,17.0,10.82603,12.84475,306.0,1.0,POSTE DE SANTE KOUYE,1.0,2.0,,,,,1.0,,10.82735,-12.85158,325.0
Mamou 7,Pita        73,5.0,2.0,7305.0,730502.0,2.0, ,30.0,10.82714,12.93858,324.0,1.0,POSTE DE SANTE FARO,1.0,2.0,,,,,1.0,1.0,10.82462,-12.93789,314.0
Mamou 7,Pita        73,4.0,5.0,7304.0,730405.0,2.0, ,,10.82541,12.41154,991.0,2.0,POSTE DE SANTE YORGO BOUSSOURA,1.0,2.0,,,,,1.0,,10.79096,-12.40968,896.0
Mamou 7,Pita        73,4.0,3.0,7304.0,730403.0,2.0, ,12.0,10.77878,12.45961,784.0,1.0,poste de sante debin diawiya,1.0,2.0,,,,,1.0,1.0,10.77544,-12.461,748.0
Mamou 7,Pita        73,4.0,2.0,7304.0,730402.0,2.0, ,7.0,10.86102,12.37963,978.0,1.0,poste de sante bambeto,1.0,2.0,,,,,1.0,2.0,10.85878,-12.38214,971.0
Mamou 7,Pita        73,4.0,4.0,7304.0,730404.0,2.0, ,7.0,10.81699,12.365,987.0,1.0,poste de sante djindji,1.0,2.0,,,,,1.0,1.0,10.81942,-12.37026,981.0
Mamou 7,Pita        73,3.0,5.0,7303.0,730305.0,2.0, ,6.0,11.01612,12.66991,1130.0,1.0,POSTE DE SANTE DE DOUKOUKOU,1.0,2.0,,,1.0,,,1.0,11.01632,-12.67035,1130.0
Mamou 7,Pita        73,3.0,2.0,7303.0,730302.0,2.0, ,7.0,11.00471,12.65467,1104.0,1.0,POSTE DE SANTE SOMO,1.0,2.0,,,1.0,,1.0,,11.00517,-12.63386,1092.0
Mamou 7,Pita        73,3.0,7.0,7303.0,730307.0,2.0, ,4.0,11.00332,12.73097,979.0,1.0,POSTE DE SANTE DE TOUMA,1.0,2.0,,,1.0,,,,10.9777,-12.74028,740.0
Mamou 7,Pita        73,3.0,10.0,7303.0,730310.0,2.0, ,8.0,11.2518,12.74824,906.0,1.0,POSTE DE SANTE PELLEL MAWDE,1.0,2.0,,,,,1.0,1.0,11.02996,-12.74929,919.0
Mamou 7,Pita        73,2.0,1.0,7302.0,730201.0,2.0, ,5.0,10.94523,12.36685,916.0,1.0,POSTE DE SANTE DE BOMBOLI,1.0,2.0,,,,,1.0,,10.94251,-12.37069,896.0
Mamou 7,Pita        73,1.0,10.0,7301.0,730110.0,2.0, ,10.0,11.05213,12.30005,1064.0,1.0,POSTE DE SANTE DE MISSIDE HINDE,1.0,2.0,,,,,1.0,1.0,11.05118,-12.30256,1036.0
Labe      6,Koubia    61,6.0,11.0,6106.0,610611.0,2.0, ,15.0,11.57919,12.06297,617.0,1.0,POSTE DE SANTE NYAKAYA CENTRE,1.0,2.0,,,,,1.0,,11.58054,-12.05855,655.0
Labe      6,Koubia    61,6.0,3.0,6106.0,610603.0,2.0, ,14.0,11.64011,12.20739,861.0,1.0,POSTE DE SANTE BANSOUMA,1.0,2.0,,,,,1.0,,11.63458,-12.15555,993.0
Labe      6,Koubia    61,6.0,16.0,6106.0,610616.0,2.0, ,16.0,11.49997,12.09918,816.0,1.0,PS THIEWIRE,1.0,2.0,,,,,,1.0,11.50121,-12.09908,817.0
Labe      6,Koubia    61,6.0,5.0,6106.0,610605.0,2.0, ,18.0,11.60043,12.19702,942.0,1.0,POSTE DE SANTE DARA PELLI CENTRE,1.0,2.0,,,,,1.0,3.0,11.59943,-12.19594,974.0
Labe      6,Koubia    61,5.0,5.0,6105.0,610505.0,2.0, ,5.0,11.4777,11.95144,821.0,1.0,POSTE DE SANTE,1.0,2.0,,,,,1.0,1.0,11.47968,-11.9531,823.0
Labe      6,Koubia    61,5.0,2.0,6105.0,610502.0,2.0, ,8.0,11.42193,12.02932,494.0,1.0,POSTE DE SANTE DEBHOUNDOU TIMBO,1.0,2.0,,,,,1.0,,11.47568,-12.03619,884.0
Labe      6,Koubia    61,5.0,2.0,6105.0,610502.0,2.0, ,8.0,11.42193,12.02932,494.0,2.0,POSTE DE SANTE DEKOUNDJEA,1.0,2.0,,,,,1.0,,11.42033,-12.03347,927.0
Labe      6,Koubia    61,5.0,4.0,6105.0,610504.0,2.0, ,7.0,11.40509,11.98494,781.0,1.0,POSTE DE SANTE,1.0,2.0,,,,,2.0,,11.40765,-11.98231,768.0
Labe      6,Koubia    61,4.0,5.0,6104.0,610405.0,2.0, ,,11.71905,11.94623,592.0,1.0,CEBTRE DE SANTE DE MATAKAOU,1.0,2.0,2.0,,4.0,1.0,3.0,,11.71562,-11.95102,561.0
Labe      6,Koubia    61,4.0,4.0,6104.0,610404.0,2.0, ,2.0,11.75109,11.93679,604.0,1.0,POSTE DE SANTE MISSIA DIAKAAGHE,1.0,2.0,,,,,1.0,,11.76532,-11.9235,600.0
Labe      6,Koubia    61,3.0,2.0,6103.0,610302.0,2.0, ,9.0,11.54461,11.93589,711.0,1.0,Poste de sante Tanghitère,1.0,2.0,,,,,1.0,1.0,11.54374,-11.93678,708.0
Labe      6,Koubia    61,3.0,11.0,6103.0,610311.0,2.0, ,10.0,11.53385,11.86616,841.0,1.0,Poste sante Moromi,1.0,2.0,,,,,1.0,,11.53696,-11.86666,848.0
Labe      6,Koubia    61,2.0,7.0,6102.0,610207.0,2.0, ,60.0,12.11134,11.5411,651.0,1.0,POSTE DE SANTE DE TEMBERING,1.0,2.0,,,,,1.0,1.0,12.11196,-11.54093,641.0
Labe      6,Koubia    61,2.0,6.0,6102.0,610206.0,2.0, ,30.0,12.08142,11.61002,440.0,1.0,POSTE DE SANTE LEY SERE,1.0,2.0,,,,,1.0,1.0,12.08821,-11.57378,524.0
Labe      6,Koubia    61,2.0,3.0,6102.0,610203.0,2.0, ,25.0,11.95512,11.6025,589.0,1.0,POSTE DE SANTE FISSAYA CENTRE,1.0,2.0,,,,,1.0,2.0,11.95607,-11.60572,609.0
Labe      6,Koubia    61,1.0,10.0,6101.0,610110.0,2.0, ,15.0,11.60685,11.77567,626.0,1.0,POSTE DE SANTE DE SOULOUERDE CENTRE,1.0,2.0,,,,,1.0,,11.61123,-11.7818,654.0
Labe      6,Koubia    61,1.0,9.0,6101.0,610109.0,2.0, ,17.0,11.75131,11.78333,599.0,1.0,POSTE DE SANTE SIMILY CENTRE,1.0,2.0,,,,,1.0,,11.75077,-11.78108,548.0
Labe      6,Koubia    61,1.0,7.0,6101.0,610107.0,2.0, ,10.0,11.79365,11.75748,696.0,1.0,PS NHELOYE,1.0,2.0,,,,,,1.0,11.75716,-11.66662,691.0
Labe      6,Koubia    61,1.0,2.0,6101.0,610102.0,2.0, ,14.0,11.67381,11.78881,721.0,1.0,PS BOUSSOURA,1.0,2.0,,,1.0,,,,11.67555,-11.78845,736.0
Labe      6,Koubia    61,1.0,3.0,6101.0,610103.0,2.0, ,5.0,11.6661,11.71598,519.0,1.0,PS HORE LITES,1.0,2.0,,,,,,1.0,11.66014,-11.70375,526.0
Labe      6,Koubia    61,1.0,1.0,6101.0,610101.0,2.0, ,15.0,11.62615,11.78261,693.0,1.0,POSTE DE SANTE BASSARA CENTRE,1.0,2.0,,,,,1.0,,11.62422,-11.78272,684.0
Labe      6,Labe       62,12.0,3.0,6212.0,621203.0,2.0, ,12.0,11.46901,12.19224,854.0,1.0,Poste deSanté Diogoma,1.0,2.0,,,,,1.0,,11.46912,-12.18711,823.0
Labe      6,Labe       62,12.0,4.0,6212.0,621204.0,2.0, ,6.0,11.43376,12.16505,870.0,1.0,Poste de Santé Hamdallaye,1.0,2.0,,,,,1.0,,11.43425,-12.16329,876.0
Labe      6,Labe       62,12.0,7.0,6212.0,621207.0,2.0, ,5.0,11.36581,12.13925,866.0,1.0,Poste de Santé,1.0,2.0,,,,,1.0,,11.37068,-12.13779,830.0
Labe      6,Labe       62,11.0,1.0,6211.0,621101.0,2.0, ,9.0,11.43336,12.46247,940.0,1.0,Douka,1.0,2.0,,,,,,,11.43625,-12.46719,934.0
Labe      6,Labe       62,11.0,4.0,6211.0,621104.0,2.0, ,,11.39318,12.4053,1039.0,1.0,Popodara,1.0,2.0,,,,,4.0,1.0,11.39541,-12.40143,1034.0
Labe      6,Labe       62,11.0,6.0,6211.0,621106.0,2.0, ,7.0,11.42247,12.35481,1044.0,1.0,Satina,1.0,2.0,,,,,1.0,3.0,11.42404,-12.35755,1027.0
Labe      6,Labe       62,11.0,9.0,6211.0,621109.0,2.0, ,6.0,11.42712,12.38932,970.0,1.0,Hamdallaye,1.0,2.0,,,,,,,11.46315,-12.37654,1255.0
Labe      6,Labe       62,11.0,9.0,6211.0,621109.0,2.0, ,6.0,11.42712,12.38932,970.0,2.0,Somboly,1.0,2.0,,,,,,,11.42619,-12.38982,961.0
Labe      6,Labe       62,10.0,8.0,6210.0,621008.0,2.0, ,15.0,11.20754,12.2287,1085.0,1.0,Poste de Santé,1.0,2.0,,,,,1.0,,11.20444,-12.22751,1103.0
Labe      6,Labe       62,10.0,1.0,6210.0,621001.0,2.0, ,9.0,11.25953,12.22878,1060.0,1.0,Poste de Santé Diawoya,1.0,2.0,,,,,1.0,,11.26347,-12.23186,1069.0
Labe      6,Labe       62,10.0,3.0,6210.0,621003.0,2.0, ,20.0,11.16599,12.21494,1128.0,1.0,Poste de Santé,1.0,2.0,,,,,1.0,,11.16121,-12.21736,1134.0
Labe      6,Labe       62,10.0,4.0,6210.0,621004.0,2.0, ,6.0,11.2279,12.17914,1017.0,1.0,PS de Konndjèya,1.0,2.0,,,,,1.0,1.0,11.22402,-12.18569,1012.0
Labe      6,Labe       62,9.0,8.0,6209.0,620908.0,2.0, ,1.0,11.31551,12.27426,1054.0,1.0,Centre de Santé Dow-salé,1.0,2.0,,1.0,,,14.0,2.0,11.3188,-12.27302,1032.0
Labe      6,Labe       62,9.0,24.0,6209.0,620924.0,2.0, ,8.0,11.37557,12.31882,1026.0,1.0,Poste Santé Saala,1.0,2.0,,,1.0,,,1.0,11.3773,-12.31303,1006.0
Labe      6,Labe       62,8.0,3.0,6208.0,620803.0,2.0, ,9.0,11.55901,12.39557,1114.0,1.0,Poste de Santé de Horè Fello,1.0,2.0,,,,,1.0,1.0,11.56045,-12.39415,1091.0
Labe      6,Labe       62,8.0,4.0,6208.0,620804.0,2.0, ,5.0,11.52483,12.40565,1165.0,1.0,Poste de Santé NDanta,1.0,2.0,,,,,1.0,1.0,11.49658,-12.35617,1157.0
Labe      6,Labe       62,8.0,4.0,6208.0,620804.0,2.0, ,5.0,11.52483,12.40565,1165.0,2.0,Poste de Santé de Théhel,1.0,2.0,,,,,1.0,,11.55995,-12.37598,746.0
Labe      6,Labe       62,8.0,5.0,6208.0,620805.0,2.0, ,,11.51544,12.44158,1085.0,1.0,Poste de santé de N'Dita,1.0,2.0,,,,,1.0,,11.51741,-12.48093,1187.0
Labe      6,Labe       62,7.0,2.0,6207.0,620702.0,2.0, ,,11.3083,12.15494,936.0,1.0,P.S Kalan,1.0,2.0,,,,,1.0,1.0,11.3083,-12.15775,919.0
Labe      6,Labe       62,6.0,1.0,6206.0,620601.0,2.0, ,11.0,11.23275,12.49047,1079.0,1.0,E.S,1.0,2.0,,,,,1.0,,11.23272,-12.48809,1058.0
Labe      6,Labe       62,6.0,6.0,6206.0,620606.0,2.0, ,7.0,11.23247,12.45343,1061.0,1.0,P.S,1.0,2.0,,,,,1.0,1.0,11.22581,-12.45186,1058.0
Labe      6,Labe       62,6.0,3.0,6206.0,620603.0,2.0, ,15.0,11.16476,12.43215,968.0,1.0,p.s,1.0,2.0,,,,,1.0,1.0,11.15367,-12.45294,1045.0
Labe      6,Labe       62,6.0,4.0,6206.0,620604.0,2.0, ,,11.21714,12.39236,1035.0,1.0,Centre de Santé Hafia,1.0,2.0,,,1.0,,,2.0,11.21652,-12.39551,1028.0
Labe      6,Labe       62,6.0,5.0,6206.0,620605.0,2.0, ,12.0,11.19897,12.47912,1036.0,1.0,p.s,1.0,2.0,,,,,1.0,1.0,11.20192,-12.47843,1048.0
Labe      6,Labe       62,6.0,7.0,6206.0,620607.0,2.0, ,6.0,11.25531,12.43329,1070.0,1.0,PS,1.0,2.0,,,,,1.0,1.0,11.24908,-12.43751,1069.0
Labe      6,Labe       62,5.0,2.0,6205.0,620502.0,2.0, ,14.0,11.25958,12.3962,1020.0,1.0,P.S,1.0,2.0,,,1.0,,1.0,,11.25928,-12.39773,1014.0
Labe      6,Labe       62,3.0,2.0,6203.0,620302.0,2.0, ,17.0,11.39393,12.5778,1051.0,1.0,P.santé Kitiya,1.0,2.0,,,,,1.0,,11.38341,-12.57094,777.0
Labe      6,Labe       62,3.0,3.0,6203.0,620303.0,2.0, ,32.0,11.41356,12.48632,993.0,1.0,Douka,1.0,2.0,,,,,1.0,2.0,11.41037,-12.48604,969.0
Labe      6,Labe       62,3.0,5.0,6203.0,620305.0,2.0, ,5.0,11.2952,12.4733,1033.0,1.0,Poste de santé de Koula Tokossérè,1.0,2.0,,,,,1.0,,11.29967,-12.47154,1011.0
Labe      6,Labe       62,2.0,2.0,6202.0,620202.0,1.0, ,,11.22273,12.31426,1010.0,1.0,Centre de santé,1.0,2.0,,,1.0,,6.0,,11.22337,-12.31705,1010.0
Labe      6,Labe       62,2.0,1.0,6202.0,620201.0,2.0, ,12.0,11.17,12.31768,1015.0,1.0,P.S Dara Kethion,1.0,2.0,,,,,1.0,,11.16961,-12.32087,1008.0
Labe      6,Labe       62,2.0,3.0,6202.0,620203.0,2.0, ,25.0,11.18207,12.36906,1000.0,1.0,Poste de santé Fello Bantan,1.0,2.0,,,,,1.0,1.0,11.18074,-12.37797,995.0
Labe      6,Labe       62,1.0,4.0,6201.0,620104.0,2.0, ,12.0,11.52349,12.22894,798.0,1.0,Kourahoye,1.0,2.0,,,,,1.0,,11.55312,-12.2509,992.0
Labe      6,Labe       62,1.0,7.0,6201.0,620107.0,2.0, ,35.0,11.60222,12.32615,700.0,1.0,Poste de santé,1.0,2.0,,,,,1.0,,11.60198,-12.32557,702.0
Labe      6,Labe       62,1.0,9.0,6201.0,620109.0,2.0, ,10.0,11.48552,12.34565,1180.0,1.0,Poste de santé,1.0,2.0,,,,,1.0,,11.48553,-12.34494,1187.0
Labe      6,Labe       62,1.0,10.0,6201.0,620110.0,2.0, ,25.0,11.59659,12.26677,666.0,1.0,Poste de santé,1.0,2.0,,,1.0,,,1.0,11.5988,-12.26748,654.0
Labe      6,Labe       62,13.0,3.0,6213.0,621303.0,2.0, ,7.0,11.45094,12.27021,1003.0,1.0,Gnaworo Missidè,1.0,2.0,,,,,1.0,,11.44887,-12.27053,1000.0
Labe      6,Labe       62,13.0,8.0,6213.0,621308.0,2.0, ,12.0,11.36039,12.22999,1061.0,1.0,Poste de santé,1.0,2.0,,,,,1.0,,11.35877,-12.2232,1060.0
Labe      6,Lelouma   63,11.0,5.0,6311.0,631105.0,2.0, ,8.0,11.59949,12.51544,843.0,1.0,POSTE DE SANTE DE HYDAYATOU,1.0,2.0,,,,1.0,1.0,1.0,11.61238,-12.50335,854.0
Labe      6,Lelouma   63,11.0,6.0,6311.0,631106.0,2.0, ,9.0,11.67741,12.47099,881.0,1.0,POSTE DE SANTE,1.0,2.0,,,,,1.0,,11.67999,-12.4733,907.0
Labe      6,Lelouma   63,11.0,2.0,6311.0,631102.0,2.0, ,12.0,11.57916,12.54965,938.0,1.0,PS DENA,1.0,2.0,,,,,1.0,,11.57954,-12.54917,904.0
Labe      6,Lelouma   63,11.0,3.0,6311.0,631103.0,2.0, ,,11.57715,12.63602,517.0,1.0,PS HORE HOLLANDE,1.0,2.0,,,,,1.0,1.0,11.57176,-12.64872,483.0
Labe      6,Lelouma   63,10.0,2.0,6310.0,631002.0,2.0, ,6.0,11.27971,12.86584,1103.0,1.0,PS MOUMINIYA,1.0,2.0,,,,,1.0,,11.27886,-12.86336,1096.0
Labe      6,Lelouma   63,10.0,3.0,6310.0,631003.0,2.0, ,10.0,11.31353,12.79457,852.0,1.0,PS TELE,1.0,2.0,,,,,1.0,,11.31042,-12.79777,840.0
Labe      6,Lelouma   63,10.0,5.0,6310.0,631005.0,2.0, ,6.0,11.33683,12.79497,1164.0,1.0,PS TELIWEL,1.0,2.0,,,,,1.0,,11.33685,-12.79712,1167.0
Labe      6,Lelouma   63,6.0,3.0,6306.0,630603.0,2.0, ,8.0,11.47255,12.68615,967.0,1.0,PS DJINKAN,1.0,2.0,,,1.0,,1.0,,11.48074,-12.68262,970.0
Labe      6,Lelouma   63,5.0,5.0,6305.0,630505.0,2.0, ,12.0,11.6109,12.3994,946.0,1.0,PS LAREWEL,1.0,2.0,,,,,1.0,1.0,11.59906,-12.39974,1093.0
Labe      6,Lelouma   63,5.0,1.0,6305.0,630501.0,2.0, ,4.0,11.6111,12.47161,922.0,1.0,PS DE BOMBI-BOUROU,1.0,2.0,,,,,1.0,1.0,11.60538,-12.47431,902.0
Labe      6,Lelouma   63,5.0,7.0,6305.0,630507.0,2.0, ,5.0,11.55393,12.48864,992.0,1.0,PS TOWNDE,1.0,2.0,,,,,1.0,1.0,11.55458,-12.49194,975.0
Labe      6,Lelouma   63,5.0,8.0,6305.0,630508.0,2.0, ,6.0,11.59397,12.50825,969.0,1.0,PS ZAWIA,1.0,2.0,,,,,1.0,1.0,11.58825,-12.50712,966.0
Labe      6,Lelouma   63,4.0,1.0,6304.0,630401.0,2.0, ,10.0,11.49688,12.63836,419.0,1.0,PS GNEGUERE,1.0,2.0,,,,,1.0,1.0,11.49883,-12.63823,418.0
